accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count	phylum	class	species
RS_GCF_028211185.1	0	99.99	0.69	Specific	99.87	0.04	417	f__Halobacteriaceae (UID96)	263	33.33	3034922	85.66621945963126	72	2371613	66.94311080525776	3542729	RS_GCF_002114285.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	not type material	none	f	3	3	1229632	1229632	5408	1	2902	NZ_JAQLTX010000025.1	5408	1	117	NZ_JAQLTX010000025.1	2893	5265	0	99.516	NEDJ01000119.292.3184	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum ezzemoulense DSM 17463	49204	49204	t	f	f	453155	453155	Contig	ASM2821118v1	na	PRJNA224116	SAMN32798473	72	453155	Spain: Santa Pola	2023-01-29	GCA_028211185.1	none	full	na	hypersaline saltern	none	0	0	Halorubrum ezzemoulense	none	na	3	none	none	none	none	none	2023/01/29	0	337243	1	AMM081	University of Connecticut	337243	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	0	3542729	11	61	na	3542729	0	JAQLTX000000000.1	3506	72	5408	1	none	none	none	none	none	none	1469	NZ_JAQLTX010000025.1	1469	2686	0	99.66	AB663407.1.1470	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum chaoviator	0	19	61	0	Halobacteriota	Halobacteria	Halorubrum ezzemoulense
GB_GCA_022839685.1	0	99.6	2.35	Specific	99.34	0	227	p__Euryarchaeota (UID49)	152	0	2303072	85.65831545896432	95	1583107	58.88809822897553	2688673	GB_GCA_001602645.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanocrinis;s__Methanocrinis sp001602645	not type material	none	f	13	13	192663	192663	1015	3	463	JALHIY010000086.1	5076	1	116	JALHIY010000056.1	463	856	0	100	LDZU01000522.2160.5072	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;terrestrial metagenome	28298	29545	f	f	t	72500	72500	Scaffold	ASM2283968v1	na	PRJNA818325	SAMN26856825	95	72500	South Korea	2022-04-08	GCA_022839685.1	derived from metagenome	full	7-NCT_017	Anaerobic digesters	35.1546243 N 128.0994027 E	0	none	Methanothrix sp.	none	na	none	91	13	72500	38158	20218	2022/04/08	4	90426	none	7-NCT_017	Colorado State University	90426	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;x__unclassified Methanothrix;s__Methanothrix sp.	342	2688673	none	none	na	2688331	0	JALHIY000000000.1	2686	91	1151	3	none	none	none	none	none	none	705	JALHIY010000089.1	705	1303	0	100	LDZT01005578.3436.4897	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosaetaceae;Methanothrix;terrestrial metagenome	342	19	49	0	Halobacteriota	Methanosarcinia	Methanocrinis sp001602645
GB_GCA_039630765.1	0	97.36	0.63	General	100	0	149	k__Archaea (UID2)	107	0	1321093	89.75609258969882	3	799954	54.34950097495024	1471870	GB_GCA_001717015.1	f	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratincola;s__Methanosuratincola petrocarbonis	not type material	none	f	2	2	709424	709424	709424	1	3053	JBCQFH010000001.1	548734	1	110	JBCQFH010000002.1	2434	4495	0	100	MAGV01000068.799.3242	Archaea;Thermoproteota;Methanomethylicia;Methanomethyliales;Methanomethyliaceae;Candidatus Methanomethylicus;archaeon V4	490623	490623	t	f	f	548734	548734	Contig	ASM3963076v1	na	PRJNA992765	SAMN41104798	3	548734	none	2024-05-13	GCA_039630765.1	derived from metagenome	full	HX_O_T65_bin.2	none	none	0	0	Candidatus Methanosuratincola petrocarbonis	none	na	3	none	none	none	none	none	2024/05/13	0	1867261	1	HX_O_T65_bin.2	Chengdu Biogas Institute, Ministry of Agriculture and Rural Affairs	1867261	d__Archaea;p__Candidatus Methanomethylicota;c__Candidatus Methanomethylicia;o__Candidatus Methanomethylicales;f__Candidatus Methanomethylicaceae;g__Candidatus Methanosuratincola;s__Candidatus Methanosuratincola petrocarbonis	d__Archaea;x__TACK group;p__Candidatus Methanomethylicota;c__Candidatus Methanomethylicia;o__Candidatus Methanomethylicales;f__Candidatus Methanomethylicaceae;g__Candidatus Methanosuratincola;s__Candidatus Methanosuratincola petrocarbonis	0	1471870	11	46	na	1471870	0	JBCQFH000000000.1	1568	3	709424	1	none	none	none	none	none	none	1497	JBCQFH010000001.1	1467	2697	0	99.864	HM041917.1.1468	Archaea;Thermoproteota;Methanomethylicia;Methanomethyliales;Methanomethyliaceae;Candidatus Methanomethylicus;uncultured Thermoprotei archaeon	0	19	46	0	Thermoproteota	Methanomethylicia	Methanosuratincola petrocarbonis
RS_GCF_000022485.1	0	99.99	1.08	Specific	99.4	0	217	c__Thermoprotei (UID147)	168	0	2499063	87.55094748126584	2	1007761	35.30540461951857	2854410	RS_GCF_000022485.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus islandicus	not type material	none	f	1	1	2812165	2812165	2812165	1	3032	NC_012623.1	none	0	none	none	3032	5600	0	100	CP001404.1450307.1453353	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus Y.N.15.51	1427205	1427205	f	f	t	2812165	2812165	Complete Genome	ASM2248v1	na	PRJNA224116	SAMN02598411	none	none	none	2009-04-29	GCA_000022485.1	none	full	na	none	none	2	0	Sulfolobus islandicus Y.N.15.51	3105	na	3	2	1	2812165	2812165	2812165	2009/04/29	0	43080	1	Y.N.15.51	US DOE Joint Genome Institute (JGI-PGF)	419942	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus;x__Sulfolobus islandicus Y.N.15.51	0	2854410	11	46	assembly designated as reftype	2854410	0	na	3256	2	2812165	1	none	none	none	none	none	none	1494	NC_012623.1	1493	2758	0	100	CP001404.1448628.1450122	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Sulfolobus islandicus Y.N.15.51	0	19	46	0	Thermoproteota	Thermoprotei_A	Saccharolobus islandicus
GB_GCA_036626295.1	0	92.08	1.26	Specific	91.76	2.4	395	f__Halobacteriaceae (UID85)	250	14.29	2578402	89.35407216728855	156	1787487	61.945050615105835	2885601	GB_GCA_036625595.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Salinibaculum;s__Salinibaculum sp036625595	not type material	none	f	38	38	60192	60192	none	0	none	none	14647	1	84	JAZKSD010000077.1	none	none	none	none	none	none	18497	18497	f	f	t	26538	26538	Contig	ASM3662629v1	na	PRJNA1036658	SAMN38145999	156	26538	none	2024-02-14	GCA_036626295.1	derived from metagenome	full	NA-0cm_bin.8	none	none	0	0	Haloarculaceae archaeon	none	na	2	none	none	none	none	none	2024/02/14	0	2497615	1	NA-0cm_bin.8	Montana State University	2497615	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;x__unclassified Haloarculaceae;s__Haloarculaceae archaeon	0	2885601	11	37	na	2885601	0	JAZKSD000000000.1	3121	156	25611	1	none	none	none	none	none	none	304	JAZKSD010000044.1	303	359	1.34e-97	88.119	KC465616.1.1405	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;uncultured euryarchaeote	0	16	36	0	Halobacteriota	Halobacteria	Salinibaculum sp036625595
GB_GCA_027355015.1	0	90.21	0.12	Specific	83.8	0	149	k__Archaea (UID2)	107	0	802625	88.39054054649334	43	375557	41.36386415327088	908044	GB_GCA_021804095.1	f	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__CABMGC01;g__JAJZIZ01;s__JAJZIZ01 sp021804095	not type material	none	f	9	8	121408	121408	43399	1	2831	DAHWVH010000005.1	68321	1	86	DAHWVH010000002.1	2857	2097	0	80.434	ACVJ01000008.268903.271751	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;Candidatus Micrarchaeum acidiphilum ARMAN-2	21114	22147	f	f	t	31774	35435	Scaffold	ASM2735501v1	na	PRJNA834572	SAMN28405759	43	31774	China: Guangdong; Yunfu	2022-12-27	GCA_027355015.1	derived from metagenome	full	clean2105	sediment	22.96442 N 112.01401 E	0	none	Candidatus Micrarchaeota archaeon	none	na	none	41	8	35435	21484	13642	2022/12/27	2	2250274	none	clean2105	an eLibrary of Microbial Systematics and Genomics	2250274	d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon	109	908044	none	none	na	907935	0	DAHWVH000000000.1	1002	41	68321	1	none	none	none	none	none	none	1483	DAHWVH010000002.1	1405	2418	0	97.722	MH463124.1.1413	Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Micrarchaeaceae;Candidatus Micrarchaeum;uncultured DPANN archaeon	109	19	43	0	Micrarchaeota	Micrarchaeia	JAJZIZ01 sp021804095
GB_GCA_020696385.1	18	94.48	0.39	General	97.6	0.8	188	p__Euryarchaeota (UID3)	125	0	2070694	90.90431773712697	52	1036056	45.485800285105036	2277883	GB_GCA_020696385.1	t	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__JAGLSY01;g__JAGLSY01;s__JAGLSY01 sp020696385	not type material	none	f	3	3	718769	718769	261582	4	2961	JAEHCQ010000003.1	261582	1	117	JAEHCQ010000003.1	2543	1840	0	80.299	LDZU01010615.1333.4245	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;terrestrial metagenome	43803	45557	f	f	t	261582	261582	Scaffold	ASM2069638v1	na	PRJNA678468	SAMN16802734	52	261582	North Sea: German Bight (Helgoland Mud Area)	2021-11-01	GCA_020696385.1	derived from metagenome	full	SF.bin11	DNA-SIP samples from incubations amened with 13C-DIC; sulfur and lepidocrocite	54.08972 N 7.9678 E	0	none	Euryarchaeota archaeon	none	na	none	50	3	261582	186657	120817	2021/11/01	2	2026739	none	SF.bin11	University of Bremen	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon	108	2277883	none	none	na	2277775	0	JAEHCQ000000000.1	1888	50	120817	2	none	none	none	none	none	none	445	JAEHCQ010000007.1	445	706	0	95.281	LSSH01000059.21702.23173	Archaea;Thermoplasmatota;Thermoplasmata;SG8-5;Incertae Sedis;Incertae Sedis;Euryarchaeota archaeon SG8-5	108	18	47	0	Thermoplasmatota	Thermoplasmata	JAGLSY01 sp020696385
RS_GCF_000968435.2	0	99.99	0.45	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	2352198	86.24601805733998	1	977990	35.85911696204908	2727312	RS_GCF_900079115.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	not type material	none	f	1	1	2727312	2727312	2727312	1	3032	NZ_CP011057.2	none	0	none	none	3032	5600	0	100	CP001800.1779386.1782423	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Sulfolobus;Saccharolobus solfataricus 98/2	2727312	2727312	f	f	t	2727312	2727312	Complete Genome	ASM96843v2	na	PRJNA224116	SAMN03452280	none	none	none	2018-10-31	GCA_000968435.2	none	full	98/2	none	none	1	0	Saccharolobus solfataricus	2916	na	3	1	1	2727312	2727312	2727312	2018/10/31	0	2287	1	98/2;SULA;98;2	University of Nebraska-Lincoln	2287	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus	0	2727312	11	46	na	2727312	0	na	3023	1	2727312	1	none	none	none	none	none	none	1494	NZ_CP011057.2	1494	2760	0	100	CP011055.1835873.1837372	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Saccharolobus;Saccharolobus solfataricus	0	19	46	0	Thermoproteota	Thermoprotei_A	Saccharolobus solfataricus
GB_GCA_016294015.1	0	99.78	0.57	Specific	97.18	0	187	p__Euryarchaeota (UID3)	124	0	1378717	92.0134731637909	81	719453	48.015197686043514	1498386	GB_GCA_006954405.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanarcanum;s__Methanarcanum hacksteinii	not type material	none	f	12	12	92810	92810	20327	2	1713	JAEDCU010000025.1	51508	2	113	JAEDCU010000010.1	1723	2169	0	89.611	CP013703.1288191.1291076	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanoplasma;methanogenic archaeon mixed culture ISO4-G1	18498	18498	f	f	t	45379	45379	Contig	ASM1629401v1	na	PRJNA647157	SAMN16927161	81	45379	China: Xizang	2020-12-22	GCA_016294015.1	derived from metagenome	full	MAG014	fresh feces	none	0	none	Candidatus Methanomethylophilaceae archaeon	none	na	none	none	none	none	none	none	2020/12/22	0	2517205	none	MAG014	Tibet Agricultural and Animal Husbandry College	2517205	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;x__unclassified Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon	0	1498386	none	none	na	1498386	0	JAEDCU000000000.1	1618	81	20327	1	none	none	none	none	none	none	1469	JAEDCU010000025.1	1436	2346	0	96.17	DQ402017.1.1439	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;uncultured archaeon	0	19	47	0	Thermoplasmatota	Thermoplasmata	Methanarcanum hacksteinii
RS_GCF_038877595.1	0	99.99	0.74	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	1940192	89.96539920745545	9	996293	46.20572847462516	2156598	RS_GCF_000016605.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	2	2	592467	676348	580243	2	1292	NZ_JAVZXG010000002.1	none	0	none	none	1292	2386	0	100	CP012175.1706975.1709877	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	239579	431319	f	f	t	580243	580243	Scaffold	ASM3887759v1	na	PRJNA224116	SAMN36038710	9	580243	none	2024-04-30	GCA_038877595.1	derived from metagenome	full	DRTY-9_201912_bins_7	none	none	0	0	Metallosphaera sp.	none	na	4	5	2	580243	566525	168696	2024/04/30	4	2020860	1	DRTY-9_201912_bins_7	The University of Texas at Austin	2020860	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;x__unclassified Metallosphaera;s__Metallosphaera sp.	387	2156598	11	45	na	2156211	0	JAVZXG000000000.1	2350	5	580243	1	none	none	none	none	none	none	1495	NZ_JAVZXG010000002.1	1495	2750	0	99.866	CP012175.1705280.1706787	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	387	18	46	0	Thermoproteota	Thermoprotei_A	Metallosphaera sedula
GB_GCA_023254445.1	16	90.52	0.54	General	76.28	1.72	188	p__Euryarchaeota (UID3)	125	0	1675911	94.92342286212717	394	1123421	63.64901347006416	1765540	GB_GCA_023254445.1	t	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Poseidoniaceae;g__MGIIa-L3;s__MGIIa-L3 sp023254445	not type material	none	f	55	51	53217	60850	none	0	none	none	none	0	none	none	none	none	none	none	none	none	4479	4863	f	f	t	8734	9174	Scaffold	ASM2325444v1	na	PRJNA730330	SAMN27177042	394	8734	China: Esturies of South China	2022-05-06	GCA_023254445.1	derived from metagenome	full	JJ.15	estuarine open water surface layer	21.26712799 N 110.6323242 E	0	none	Candidatus Poseidoniaceae archaeon	none	na	none	363	51	9174	4188	2108	2022/05/06	31	2666346	none	JJ.15	South China Agricultural University	2666346	d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;o__Candidatus Poseidoniales;f__Candidatus Poseidoniaceae;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Candidatus Poseidoniia;o__Candidatus Poseidoniales;f__Candidatus Poseidoniaceae;x__unclassified Candidatus Poseidoniaceae;s__Candidatus Poseidoniaceae archaeon	499	1765540	none	none	na	1765041	0	JALRLN000000000.1	1766	363	734	2	none	none	none	none	none	none	362	JALRLN010000322.1	337	623	5.2e-177	100	CEPW01313314.3365.4804	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;Incertae Sedis;Incertae Sedis;marine metagenome	499	17	39	0	Thermoplasmatota	Poseidoniia	MGIIa-L3 sp023254445
GB_GCA_016187415.1	25	93.9	0.7	General	81.78	0	149	k__Archaea (UID2)	107	0	675614	91.91989692559078	10	297307	40.451142755293354	735003	GB_GCA_016187415.1	t	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__SCSR01;g__JACOWB01;s__JACOWB01 sp016187415	not type material	none	f	2	2	251881	251881	97964	2	2035	JACPJT010000001.1	80105	1	113	JACPJT010000002.1	258	141	3.4e-31	76.744	CP010425.1040028.1042850	Archaea;Nanoarchaeota;Woesearchaeia;Incertae Sedis;Incertae Sedis;Incertae Sedis;archaeon GW2011_AR15	73500	73500	f	f	t	212430	212430	Contig	ASM1618741v1	na	PRJNA640378	SAMN15434971	10	212430	USA: California; Modesto	2020-12-21	GCA_016187415.1	derived from metagenome	full	NC_groundwater_475_Ag_S-0.1um_40_10	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Aenigmatarchaeota archaeon	none	na	3	none	none	none	none	none	2020/12/21	0	3121606	2	NC_groundwater_475_Ag_S-0.1um_40_10	Innovative Genomics Institute	2093792	d__Archaea;p__Candidatus Aenigmatarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmatarchaeota;x__unclassified Candidatus Aenigmatarchaeota;s__Candidatus Aenigmatarchaeota archaeon	0	735003	11	42	na	735003	0	JACPJT000000000.1	930	10	4847	2	none	none	none	none	none	none	907	JACPJT010000009.1	751	706	0	84.421	JX196267.1.900	Archaea;Aenigmarchaeota;Aenigmarchaeia;Aenigmarchaeales;Incertae Sedis;Incertae Sedis;uncultured archaeon	0	16	38	0	Aenigmatarchaeota	Aenigmatarchaeia	JACOWB01 sp016187415
RS_GCF_000336675.1	116	96.4	1.02	Specific	99.08	0.88	359	f__Halobacteriaceae (UID84)	235	0	2922165	85.4665619989506	46	2235939	65.39825876772983	3419074	RS_GCF_000336675.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis	type strain of species	LPSN	f	10	10	233807	233807	63218	1	2920	NZ_AOMB01000011.1	63218	1	105	NZ_AOMB01000011.1	2920	5393	0	100	AJRK01000365.2235.5161	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halococcus;Halococcus hamelinensis 100A6	74327	74327	t	f	f	135803	135803	Contig	ASM33667v1	na	PRJNA224116	SAMN02471661	46	135803	none	2013-02-04	GCA_000336675.1	none	full	na	none	none	0	0	Halococcus hamelinensis 100A6	3403	representative genome	3	none	none	none	none	none	2013/02/04	0	332168	1	100A6	University of California, Davis	1132509	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus hamelinensis;x__Halococcus hamelinensis 100A6	0	3419074	11	47	assembly from type material	3419074	0	AOMB00000000.1	3516	46	63218	1	1435	2645	0	99.93	574835	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halococcus;s__hamelinensis	1475	NZ_AOMB01000011.1	1475	2719	0	99.932	AB663367.1.1475	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halococcaceae;Halococcus;Halococcus hamelinensis	0	19	47	0	Halobacteriota	Halobacteria	Halococcus hamelinensis
GB_GCA_014523695.1	0	92.18	2.38	Specific	94.17	7.28	145	k__Archaea (UID2)	103	66.67	2806948	72.25809308209259	719	1514744	38.993423799636204	3884614	GB_GCA_014523695.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__TH5896;s__TH5896 sp014523695	not type material	none	f	186	186	21146	21146	none	0	none	none	3606	1	109	JAATVS010000693.1	none	none	none	none	none	none	5402	5402	f	f	t	6702	6702	Contig	ASM1452369v1	na	PRJNA615629	SAMN14453505	719	6702	United Kingdom	2020-09-10	GCA_014523695.1	none	full	na	river sediment	none	0	none	Nitrososphaerales archaeon TH5895	none	na	none	none	none	none	none	none	2020/09/10	0	2721602	none	TH5895	University of Aberdeen	2721602	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;x__unclassified Nitrososphaerales;s__Nitrososphaerales archaeon TH5895	0	3884614	none	none	na	3884614	0	JAATVS000000000.1	5093	719	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	45	0	Thermoproteota	Nitrososphaeria	TH5896 sp014523695
GB_GCA_037445835.1	0	96.96	0.27	Specific	99.03	0	145	k__Archaea (UID2)	103	0	1325983	89.26437403733264	50	581021	39.11398250772827	1485456	GB_GCA_037442405.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__JBBIQH01;s__JBBIQH01 sp037442405	not type material	none	f	8	8	216012	216012	216012	1	2943	JBBIJU010000001.1	39518	1	109	JBBIJU010000014.1	2945	4421	0	93.888	CP024014.706987.709933	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;Candidatus Nitrosocaldus islandicus	29709	29709	t	f	f	51005	51005	Contig	ASM3744583v1	na	PRJNA627197	SAMN31096915	50	51005	none	2024-03-21	GCA_037445835.1	derived from metagenome	full	QNF170220_bin_17	none	none	0	none	Nitrososphaerales archaeon	none	na	none	none	none	none	none	none	2024/03/21	0	2268197	none	QNF170220_bin_17	Biology Meets Subduction, Deep Carbon Observatory	2268197	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;x__unclassified Nitrososphaerales;s__Nitrososphaerales archaeon	0	1485456	none	none	na	1485456	0	JBBIJU000000000.1	1727	50	216012	1	none	none	none	none	none	none	1468	JBBIJU010000001.1	1439	2481	0	97.776	JF262245.1.1439	Archaea;Thermoproteota;Nitrososphaeria;Nitrosocaldales;Nitrosocaldaceae;Candidatus Nitrosocaldus;uncultured crenarchaeote	0	19	45	0	Thermoproteota	Nitrososphaeria	JBBIQH01 sp037442405
