accession	ogt	genome_size	gc_content	frac_ilvwygerkp	ratio_charged_polar	trna_gc	phylum	class	species
GCA_016198685	46.1798867695882	1454401.05787181	45.19	0.57864262990456	1.313	57.8993140938883	Aenigmatarchaeota	Aenigmatarchaeia	JACQID01 sp016198685
GCA_016198705	53.6229435393597	1565693.01922243	37.44	0.587656802157129	1.197	53.0234964591315	Aenigmatarchaeota	Aenigmatarchaeia	JACQIA01 sp016198705
GCA_016198725	53.3898964241248	1988657.74307492	40.93	0.579089358886259	1.244	60.2237313858486	Nanobdellota	Nanobdellia	JACQIC01 sp016198725
GCA_016200045	34.112702993335	1985022.52542155	58.6	0.585073784109541	1.188	64.586761957542	Thermoproteota	Nitrososphaeria	UBA183 sp016200045
GCA_016202815	39.4494418522847	1421714.97221805	48.52	0.578212320503503	1.268	53.4642076015468	Aenigmatarchaeota	Aenigmatarchaeia	JACPZZ01 sp016202815
GCA_016203135	51.5558033943957	2110208.18875781	30.94	0.606923426150121	1.416	53.1405729398265	Nanobdellota	Nanobdellia	JACQNI01 sp016203135
GCA_016203225	48.9067276550781	1843424.88479263	57.19	0.566933278598433	1.233	61.8372056778343	Nanobdellota	Nanobdellia	DSQK01 sp016203225
GCA_016203305	55.880473827573	1888224.70411735	44.8	0.581805701486336	1.283	59.4435898763138	Nanobdellota	Nanobdellia	SURF-65 sp016203305
GCA_016203445	36.6093578394754	1590887.45855276	37.1	0.583621110792918	1.148	59.0327716394497	Nanobdellota	Nanobdellia	JACQMS01 sp016203445
GCA_016205145	41.4159075340945	1553708.21424133	51.31	0.576359647149432	1.378	59.0711062552657	Iainarchaeota	Iainarchaeia	JACQJH01 sp016205145
GCA_016207165	41.4505948194751	1619240.78091106	56.39	0.563020768561124	1.212	59.9756467967329	Micrarchaeota	Micrarchaeia	JACPGT01 sp016207165
GCA_016207515	31.4444045706175	2776623.97167552	62.3	0.570208438859377	1.248	61.8781603733886	Thermoplasmatota	SW-10-69-26	JACQPN01 sp016207515
GCA_016211185	40.9025395569049	1842048.68154158	47.97	0.569625578460244	1.155	58.3776797040708	Nanobdellota	Nanobdellia	JACQST01 sp016211185
GCA_016211195	55.7598738051311	1936943.3304272	48.65	0.574583648918268	1.271	58.7448169588399	Nanobdellota	Nanobdellia	JACQSS01 sp016211195
GCA_016212465	49.5694898012122	1744113.11427741	46.14	0.600059571027813	1.396	50.1160574394311	Micrarchaeota	Micrarchaeia	JACRGE01 sp016212465
GCA_016212475	32.2752831789971	1890012.38816242	42.25	0.5718527591196	1.152	53.3444794100531	Micrarchaeota	Micrarchaeia	JACRGC01 sp016212475
GCA_016212505	43.4417623874437	1904299.13759815	41.11	0.580115856305622	1.259	49.7123710036517	Micrarchaeota	Micrarchaeia	Bilamarchaeum sp016212505
GCA_016212785	56.716903035856	1535696.37691142	46.35	0.624882015306122	1.74	61.2297183093354	Hydrothermarchaeota	Hydrothermarchaeia	JACRDW01 sp016212785
GCA_016214025	51.0983255228814	2213585.89763414	39.31	0.598539794801477	1.366	54.6952953801191	Nanobdellota	Nanobdellia	JACRPH01 sp016214025
GCA_016214075	46.5183951862398	2331316.96107999	39.24	0.575758716849612	1.272	57.1654243122279	Nanobdellota	Nanobdellia	JACRPI01 sp016214075
GCA_016214785	40.2873015230863	2280578.0710022	58.21	0.57296874735509	1.245	61.608294983766	Thermoplasmatota	Thermoplasmata	JACRNV01 sp016214785
GCA_016215315	45.0342973414722	2680643.37132574	32.39	0.597082749475704	1.343	56.8339841823336	Nanobdellota	Nanobdellia	JACRKG01 sp016215315
GCA_016215465	35.6871828460939	1977231.27035831	39.86	0.570101066536301	1.16	58.1865393084283	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016215465
GCA_016219835	43.5391707751362	2043208.89836965	45.16	0.569409100226481	1.174	59.5320157302309	Nanobdellota	Nanobdellia	JACRKL01 sp016219835
GCA_016219865	52.1227335021671	2086990.97135741	31.78	0.578077627011676	1.242	51.8692512922639	Nanobdellota	Nanobdellia	JACRKF01 sp016219865
GCA_016222945	50.8485547493128	2305027.01600571	32.57	0.592935646644086	1.283	61.1590369337134	Methanobacteriota	Methanobacteria	Methanobacterium_D sp016222945
GCA_016235495	49.1273710061022	1749122.45309663	37.24	0.589237167104036	1.331	55.6211635589381	Nanobdellota	Nanobdellia	GW2011-AR17 sp016235495
GCA_016284295	44.3266699104855	2108867.81739723	56.13	0.568442319617531	1.341	59.5115021806398	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp016284295
GCA_016432305	53.951816866516	1390454.80279298	31.42	0.61150820448506	1.404	54.3464200485637	Nanobdellota	Nanobdellia	GCA-16432305 sp016432305
GCA_016432325	50.243342720934	1604381.07463781	55.9	0.5841485726382	1.416	57.225806316331	Aenigmatarchaeota	Aenigmatarchaeia	JACQIF01 sp016432325
GCA_016432545	35.3608486252708	1887736.22788305	60.28	0.58405003738375	1.185	64.1067879240235	Thermoproteota	Nitrososphaeria	UBA183 sp016432545
GCA_016699555	41.9868452047788	1814162.91940505	50.96	0.560641524154681	1.065	60.0002412068466	Iainarchaeota	Iainarchaeia	VGJJ01 sp016699555
GCA_016777125	23.6693606123414	2332842.00024941	44.95	0.550160446750432	1.071	59.9990865535568	NA	NA	NA
GCA_016777175	24.2780441103279	2236535.65690273	40.04	0.55384873039289	1.065	58.7447593667274	Thermoplasmatota	Poseidoniia	MGIIa-L1 sp002172355
GCA_016778305	20.7738554913103	2364786.71806989	51.01	0.545994729126238	1.085	60.4359269680318	Thermoplasmatota	Poseidoniia	Poseidonia sp016778305
GCA_016782225	21.5662636825779	2817553.98001934	34.54	0.566049362695813	1.06	55.5037595960654	Thermoproteota	Nitrososphaeria	Nitrosocosmicus sp016782225
GCA_016782315	23.5173006927497	2753019.8019802	34.4	0.566093194348575	1.057	55.2644403909648	Thermoproteota	Nitrososphaeria	Nitrosocosmicus sp016782315
GCA_016806715	42.0988957725581	2052784.4123193	44.42	0.581706799618118	1.126	60.4867923703583	Thermoplasmatota	Thermoplasmata	B-DKE sp002204705
GCA_016838825	37.6791736747203	1256606.1827957	35.82	0.585737931864692	1.246	58.3194911369271	Thermoproteota	Nitrososphaeria	JAEHKU01 sp016838825
GCA_016838845	32.040208904488	1678905.31891415	35.01	0.57943923050145	1.227	58.0414094414937	Thermoproteota	Nitrososphaeria	DRGT01 sp016838845
GCA_016838945	45.8612788772057	2589320.19392917	32.81	0.57529530880864	1.289	58.7252016990839	Methanobacteriota	Methanobacteria	Methanobrevibacter sp016838945
GCA_016839265	58.4250750430246	1442849.35897436	36.28	0.617779616686123	1.308	57.4312816645529	Asgardarchaeota	Odinarchaeia	Odinarchaeum sp016839265
GCA_016839295	35.8176358908669	4525007.98539813	34.73	0.583047324975525	1.064	54.9396539546971	Asgardarchaeota	Heimdallarchaeia	Hodarchaeum sp011364965
GCA_016839585	52.2183415640114	4134460.67281216	29.16	0.603604629527012	1.323	53.7870365231067	Asgardarchaeota	Lokiarchaeia	Loki-b32 sp016839585
GCA_016839765	56.3006665035441	3846213.80588372	29.69	0.603412343958562	1.317	53.9906411739133	Asgardarchaeota	Lokiarchaeia	SOKP01 sp016839765
GCA_016840425	57.6733444321839	2336982.01127005	37.99	0.624636106183226	1.624	54.8322571548732	Asgardarchaeota	Wukongarchaeia	Wukongarchaeum yapensis
GCA_016840545	56.0698866820064	3444571.5310147	29.59	0.603167570337165	1.313	53.6694126668597	Asgardarchaeota	Lokiarchaeia	SOKP01 sp016840545
GCA_016841265	47.5794986658415	3797477.39320237	45.97	0.597498220278654	1.412	60.5840759605209	Halobacteriota	Methanosarcinia	MTP4 sp016841265
GCA_016841295	48.0366459834677	2525727.33880179	61.86	0.590452228962278	1.475	61.2033618432476	Halobacteriota	Methanomicrobia	Methanoculleus sp016841955
GCA_016841385	52.3151668385284	2291309.30994399	62.43	0.593187152761912	1.506	61.4207361586112	Halobacteriota	Methanomicrobia	Methanoculleus sp016841385
GCA_016841485	44.6497751992466	2500218.60808956	55.28	0.580475318245568	1.337	60.6389450807926	Halobacteriota	Methanomicrobia	Methanovulcanius sp016841485
GCA_016841625	48.8784988857843	3826009.9826831	46.23	0.597299659253719	1.41	60.4327426785167	Halobacteriota	Methanosarcinia	MTP4 sp016841625
GCA_016845225	52.4498089404341	1536747.39701222	31.41	0.594160175793129	1.347	55.3986667109863	Nanobdellota	Nanobdellia	JABIKK01 sp016845225
GCA_016866895	24.8797263353797	1565157.48525536	48	0.563265019994148	1.133	54.7251363969273	Micrarchaeota	Micrarchaeia	VGKX01 sp016866895
GCA_016867035	46.1003730274095	1724062.42827634	32.47	0.594628945893178	1.284	58.4857978719165	Nanobdellota	Nanobdellia	CAIPOI01 sp016867035
GCA_016867455	42.0127326566497	1649516.09866315	45.44	0.565680552601939	1.074	60.2514340619943	Iainarchaeota	Iainarchaeia	VGJJ01 sp016867455
GCA_016871995	54.0695641395104	1720174.63848721	44.9	0.591493255536058	1.25	60.6236499205413	Thermoproteota	Nitrososphaeria	VHBL01 sp016871995
GCA_016872015	30.2470592529353	1573822.14724666	41.26	0.571531449337389	1.187	58.392215265904	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016872015
GCA_016872055	29.9066503697939	1384909.78370503	41.26	0.574534458148313	1.184	58.4207229947739	Thermoproteota	Nitrososphaeria	Nitrosotenuis sp016872055
GCA_016874675	35.270937817521	3484134.35620983	66.24	0.585407218889661	1.365	63.1300258186763	Thermoplasmatota	DTKX01	VGTL01 sp016874675
GCA_016874685	52.8851363711448	2184865.78249337	34.58	0.604116714416845	1.436	62.05786732312	Methanobacteriota	Methanobacteria	VGTM01 sp016874685
GCA_016882195	58.1497482909873	1558342.28043805	54.33	0.614110059022041	1.526	63.593964621005	Thermoproteota	Methanomethylicia	VGLU01 sp016882195
GCA_016926175	49.1310711196262	1338181.46964856	43.22	0.591464477031321	1.422	54.4847924107918	Micrarchaeota	Micrarchaeia	Bilamarchaeum sp016926175
GCA_016926505	41.4803260895776	2989100.07126133	46.47	0.574993963900467	1.162	59.219233233588	Halobacteriota	Methanomicrobia	JAFGOM01 sp016926505
GCA_016926735	49.3698295787375	4218401.08695652	26.22	0.595591514242287	1.2	49.3447383512095	Asgardarchaeota	Lokiarchaeia	JAFGOA01 sp016926735
GCA_016927055	40.8367770154915	2431963.6997539	51.19	0.580837001685487	1.334	61.2238759686065	Halobacteriota	Methanosarcinia	Methanothrix sp016927055
GCA_016927245	47.0772873227996	1809114.77013368	57.08	0.582446303985836	1.447	61.7754696534449	Nanobdellota	Nanobdellia	WJKR01 sp016927245
GCA_016927425	45.3080496811864	2358714.63464278	56.05	0.59193306610446	1.443	61.7108440347303	Halobacteriota	Methanosarcinia	JAFGMR01 sp016927425
GCA_016927895	53.9183266753613	2152943.94305326	45.15	0.587075825095764	1.245	63.7533585648253	Thermoproteota	Bathyarchaeia	SG8-32-3 sp016927895
GCA_016928095	42.8717413598412	3064829.20954675	52.32	0.590037839366176	1.333	61.35694171223	Thermoplasmatota	EX4484-6	JAFGLL01 sp016928095
GCA_016928115	60.7709666969907	1410751.13947129	33.06	0.614421448037122	1.593	52.6689101186083	Nanobdellota	Nanobdellia	JAFGLI01 sp016928115
GCA_016928155	48.5946647435496	1951362.79926335	45.39	0.57122360953462	1.321	57.0407637240563	Nanobdellota	Nanobdellia	JAFGLG01 sp016928155
GCA_016928835	61.3329570488291	2011314.6834778	36.81	0.59193167037234	1.267	52.3519193125364	Nanobdellota	Nanobdellia	JAFGJW01 sp016928835
GCA_016929255	52.050876690838	1767875.01829358	51.12	0.582848589024099	1.463	58.5617348515128	Nanobdellota	Nanobdellia	JABMQF01 sp016929255
GCA_016929895	56.844137498805	1583857.03918723	34.05	0.60158054805815	1.446	54.5128470463208	Nanobdellota	Nanobdellia	WJKI01 sp016929895
GCA_016930055	53.4463253538134	2102613.18320432	32.92	0.602479888967188	1.235	62.4703929603199	Thermoproteota	Bathyarchaeia	UBA8941 sp016930055
GCA_016930255	54.191458476709	2374507.5676828	49.22	0.595794549929732	1.417	61.815419977065	Halobacteriota	Syntropharchaeia	JACGMN01 sp016930255
GCA_016930415	47.393743138203	2024335.30510585	49.74	0.580636127432931	1.358	57.4543729078363	Nanobdellota	Nanobdellia	SM23-78 sp016930415
GCA_016931175	54.3832427669351	1627007.33944954	37.29	0.588428268854198	1.23	58.254701594232	Nanobdellota	Nanobdellia	CG07-land sp016931175
GCA_016931255	48.1542715302128	1347902.82813633	46.85	0.584755145592411	1.37	57.2844367863387	Aenigmatarchaeota	Aenigmatarchaeia	JAFGFG01 sp016931255
GCA_016931955	55.6795383611451	1671540.53471324	46.83	0.607427288575621	1.486	60.1845424711888	Altiarchaeota	Altiarchaeia	JAFGDV01 sp016931955
GCA_016932315	57.1269589824216	2234389.18558077	40.53	0.58965785877575	1.395	51.7843357228733	Nanobdellota	Nanobdellia	SM23-78 sp016932315
GCA_016932615	53.6238577000696	2124578.00941493	46.7	0.594218566761602	1.325	50.2939885142109	Aenigmatarchaeota	Aenigmatarchaeia	JAFGCN01 sp016932615
GCA_016932675	48.0022697276873	2045929.62238913	47.06	0.584779394459845	1.388	61.1598987232776	Halobacteriota	Methanosarcinia	Methanolobus sp016932675
GCA_016932735	49.7833318685593	1666850.90702948	42.53	0.580589785860007	1.284	52.3687105907049	Aenigmatarchaeota	Aenigmatarchaeia	JAADIF01 sp016932735
GCA_016932815	44.9243059638789	1589558.67346939	52.71	0.593646729903003	1.47	60.2172740731644	Micrarchaeota	Micrarchaeia	CAIKOA01 sp016932815
GCA_016933055	46.6049230242285	4309503.72492837	35.32	0.587445748708561	1.159	54.4616912088703	Asgardarchaeota	Lokiarchaeia	AMARA-1 sp016933055
GCA_016935095	58.0046619195215	2362073.78795951	33.63	0.596896720141263	1.344	51.5563920574134	Nanobdellota	Nanobdellia	JAFGRO01 sp016935095
GCA_016935125	49.2396327981234	1735030.3615788	42.71	0.580288850442027	1.378	57.4585564202373	Nanobdellota	Nanobdellia	JAFGRM01 sp016935125
GCA_016935175	57.0440011862716	1989125.62977409	44.76	0.591442520290974	1.454	55.0709099051797	Nanobdellota	Nanobdellia	SM23-78 sp016935175
GCA_016935985	50.4921204212044	1873483.3869239	61.79	0.580648923459211	1.414	61.56689372248	Nanobdellota	Nanobdellia	JAFGPW01 sp016935985
GCA_016937345	44.2331177451343	2217490.7787965	40.43	0.585022282721369	1.319	59.4628193792413	Halobacteriota	Methanomicrobia	Methanomicrobium sp016937345
GCA_017395275	42.682193326844	2105396.13364622	57.36	0.569737697975939	1.386	58.8713240711136	Thermoplasmatota	Thermoplasmata	SIG5 sp017395275
GCA_017399555	43.1382588817682	2209130.38734315	50.07	0.570154534104944	1.27	58.2520548798378	Halobacteriota	Methanomicrobia	Methanocorpusculum sp017399555
GCA_017407115	42.8113107467698	3512922.10876276	33.77	0.566883893790303	1.179	56.872004340133	Methanobacteriota	Methanobacteria	Methanocatella sp017407115
GCA_017408885	45.6163246651145	1694867.9903993	46.29	0.577337392487133	1.317	58.2235616323978	Halobacteriota	Methanomicrobia	Methanocorpusculum sp017408885
GCA_017431845	41.3898242805542	2939850.72858666	30.58	0.569244128237699	1.063	59.1774167778423	NA	NA	NA
GCA_017461225	41.8919034747105	1705455.66917631	61.63	0.569821426227284	1.406	60.0606224585862	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017461225
GCA_017468935	45.1889048241266	1914786.43625693	53.2	0.569682473502886	1.363	59.488761927564	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017468935
GCA_017473945	42.8747024255072	2628761.57536539	34.42	0.566928862467837	1.186	58.2844608374662	Methanobacteriota	Methanobacteria	Methanocatella sp017473945
GCA_017508065	50.1800796526185	1935158.46099871	51.76	0.569210192966776	1.391	58.1034654273963	Thermoplasmatota	Thermoplasmata	SIG5 sp017508065
GCA_017519045	45.2101436648332	2090398.06996381	60.3	0.569181315885909	1.41	59.819748709059	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017519045
GCA_017524805	41.3688016885499	2086691.27086008	55.34	0.567065463264174	1.379	59.1577973812571	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017524805
GCA_017535165	45.4529573020589	1896182.88317605	53.67	0.570093962307143	1.361	59.2330977112757	NA	NA	NA
GCA_017540825	46.4241679665974	2681501.07624334	60	0.566307008320281	1.383	59.5591446800549	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017540825
GCA_017553445	47.2955434198032	2153222.94111196	34.05	0.568958617553433	1.186	56.9628590761954	Methanobacteriota	Methanobacteria	Methanocatella sp017553445
GCA_017601395	66.310686811086	2624356.99399289	47.39	0.624904503409333	1.486	62.6463100060036	Thermoproteota	EX4484-205	JAAOZP01 sp017601395
GCA_017608025	56.1542190710106	1359947.58299359	33.53	0.600151877738421	1.39	55.622986832203	Nanobdellota	Nanobdellia	JAFCGM01 sp017608025
GCA_017608235	51.7872715244229	2085034.63803256	30.78	0.598466127697571	1.385	54.0041618380388	Nanobdellota	Nanobdellia	JAFCGI01 sp017608235
GCA_017608385	57.0959861113553	1277354.4973545	31.8	0.611085164180527	1.476	59.6547692196793	Nanobdellota	Nanobdellia	JAFCFZ01 sp017608385
GCA_017608525	70.8703841986908	1681399.60758666	31.7	0.643459593106336	1.787	60.4817592804333	Nanobdellota	Nanobdellia	JAFCFS01 sp017608525
GCA_017608625	66.2665993968151	1055304.78836411	31.19	0.62358986895649	1.576	50.0494879842594	Nanobdellota	Nanobdellia	JAFCFN01 sp017608625
GCA_017608835	63.520564350486	1564050.15797788	28.69	0.62017328940898	1.448	59.0130509067072	Nanobdellota	Nanobdellia	JAFCGN01 sp017608045
GCA_017608865	52.6331582801792	1336018.84285542	38.16	0.608900655947405	1.513	60.6991748017098	Iainarchaeota	Iainarchaeia	JAFCFP01 sp017608575
GCA_017609105	57.0151713511487	1429420.44038222	29.62	0.621853573354562	1.447	59.5178547940403	Nanobdellota	Nanobdellia	JAFCGN01 sp017609105
GCA_017609245	53.2665790081854	1144666.09145815	37.98	0.60117189784709	1.499	55.004954252681	Nanobdellota	Nanobdellia	JAFCFN01 sp017609245
GCA_017609345	66.0624777947723	1300461.44626448	29.15	0.634090735964655	1.635	53.3206975343672	Nanobdellota	Nanobdellia	JAFCEY01 sp017608945
GCA_017609385	61.4240288405662	1649846.41068447	33.31	0.613329597280547	1.534	55.4821189652447	Nanobdellota	Nanobdellia	CG1-02-33-12 sp017609385
GCA_017609535	65.1148837313315	1369663.507109	33.97	0.613869473316665	1.561	55.0166880828114	Nanobdellota	Nanobdellia	JAFCDU01 sp017609535
GCA_017609625	51.3335124046328	1739216.29285898	32.71	0.605458766209773	1.472	53.4214235506245	Iainarchaeota	Iainarchaeia	1-14-0-10-31-34 sp017609625
GCA_017609645	47.8092632651912	1826666.66666667	32.18	0.594959288776362	1.453	56.856397083954	Nanobdellota	Nanobdellia	JAFCDQ01 sp017609645
GCA_017610005	50.9911488026033	2560481.1443433	33.95	0.590191840970096	1.263	56.9011276509323	Nanobdellota	Nanobdellia	B29-G15 sp017610005
GCA_017610175	49.7867608438565	1624438.91580464	44.76	0.590624649306094	1.416	60.0113910103744	Iainarchaeota	Iainarchaeia	JAFCCO01 sp017610175
GCA_017610205	44.797342380447	1891513.39409003	37.69	0.595892993580012	1.406	58.2757234350862	Iainarchaeota	Iainarchaeia	JAFCCL01 sp017610205
GCA_017610385	49.4191025588429	1656740.22698613	32.35	0.599351385417989	1.247	52.2728869400328	Nanohalarchaeota	Nanosalinia	JAFCCC01 sp017610385
GCA_017656505	72.1048921096315	2524501	42.75	0.628419250472186	1.711	65.17103816056	Halobacteriota	Archaeoglobi	Archaeoglobus_A sp017656505
GCA_017857545	72.6012896254739	1630834.48938214	32.26	0.624400361573022	1.377	62.9082982267178	Thermoproteota	Thermoprotei	AAA261-N23 sp000375685
GCA_017883605	53.9892387908665	1950235.79515945	38.65	0.600219364008692	1.393	61.6865358864368	Methanobacteriota	Methanobacteria	Methanobacterium_A sp017883605
GCA_017883615	51.8312215778355	2238650.63978286	46.56	0.578634848902208	1.169	61.5056965315322	Thermoproteota	Bathyarchaeia	JADGNF01 sp017883615
GCA_017883965	62.6565910184003	2751658.34165834	41.89	0.6178214900418	1.661	61.3668937253706	Halobacteriota	Syntropharchaeia	JAFNKG01 sp017883965
GCA_017885605	46.8795578557305	2744944.45080747	41.86	0.570100400932346	1.037	59.4296197490591	Thermoplasmatota	E2	SM1-50 sp017885605
GCA_017885655	44.0925942326637	2600920	59.17	0.578146783745371	1.279	62.4831432469032	Thermoplasmatota	Thermoplasmata	JAFNFQ01 sp017885655
GCA_017935945	49.5088807304153	1725848.55822144	54.13	0.568511912973218	1.38	59.8210488737063	Thermoplasmatota	Thermoplasmata	Methanoprimaticola sp017935945
GCA_018220955	53.1429333024201	1147717.64286986	42.07	0.594842461813766	1.351	61.7042564251975	SpSt-1190	SpSt-1190	JAAOXV01 sp018220955
GCA_018221105	44.8109092503087	1885817.26054266	35.23	0.56553420839318	1.077	57.0761675725498	Nanobdellota	Nanobdellia	JAAOYA01 sp018221105
GCA_018221135	52.281957581046	1588438.78015476	36.89	0.59356244307924	1.333	55.8235956119062	Nanobdellota	Nanobdellia	JAAOYB01 sp018221135
GCA_018221175	59.6772985945279	1229547.33574754	36.04	0.598183557823533	1.456	53.4808741556635	Nanobdellota	Nanobdellia	JAAOYE01 sp018221175
GCA_018221205	58.1510429178146	1635903.52220521	42.29	0.59043501376032	1.433	55.4504354626825	Nanobdellota	Nanobdellia	JAAOYF01 sp018221205
GCA_018238345	47.6695267270438	4164688.46244966	32.24	0.599820698726087	1.312	52.7971803189724	Asgardarchaeota	Lokiarchaeia	SOKP01 sp018238625
GCA_018238545	42.3427033301714	4220724.671397	34	0.587959112015727	1.201	55.4510000164104	Asgardarchaeota	Heimdallarchaeia	UBA460 sp018238545
GCA_018262895	46.8343842485212	2489475.86646821	58.42	0.58369011841011	1.328	60.5249343186215	Thermoplasmatota	Thermoplasmata	UBA6 sp018262895
GCA_018263005	49.3302761636652	2319877.26669615	36.23	0.58544156090481	1.166	61.4211641924547	Methanobacteriota	Methanobacteria	Methanobacterium_A sp018263005
GCA_018263335	44.56140132331	2063846.62327095	57.96	0.589086634866102	1.352	60.8832232383469	Halobacteriota	Methanomicrobia	Methanolinea_A sp002067155
GCA_018263355	51.9512914956118	1646487.09631928	32.41	0.59156983192308	1.332	51.3424720411414	Nanobdellota	Nanobdellia	JAANXH01 sp018263355
GCA_018263505	28.31243829248	1586583.95845355	31.22	0.576251316037088	1.215	56.3090277139495	Thermoproteota	Nitrososphaeria	Nitrosopumilus sp018263505
GCA_018302085	57.1965613009779	1998003.40504566	38.94	0.58883265613827	1.334	55.8837972915863	Nanobdellota	Nanobdellia	JAGWAF01 sp018302085
GCA_018302105	48.9909153377648	2128702.47323736	27.72	0.603716024681507	1.314	49.7164485399422	Nanobdellota	Nanobdellia	JAGWAD01 sp018302105
GCA_018302125	53.4725698149016	1673395.23617279	29	0.614879867439934	1.445	48.9818198973216	Nanobdellota	Nanobdellia	JAGWAC01 sp018302125
GCA_018302225	48.017924238289	1515677.83985102	28.81	0.602024344846898	1.297	53.8869525932599	Nanobdellota	Nanobdellia	JAGVZY01 sp018302225
GCA_018302235	45.4447277061002	1470755.36325942	27.94	0.611044981306688	1.382	51.2701779349793	NA	NA	NA
GCA_018302335	46.5265140247454	2173423.28557518	62.5	0.583952973840614	1.374	63.2233438555517	Nanobdellota	Nanobdellia	JAGVZT01 sp018302335
GCA_018302465	50.4589660122699	1512385.85858586	31.92	0.609521453748774	1.423	53.120458871936	NA	NA	NA
GCA_018302545	54.5627985804875	2054115.87526577	28.84	0.601310130010058	1.317	49.6101445764196	Nanobdellota	Nanobdellia	JAGVZM01 sp018302545
GCA_018302605	52.9878482980852	2045641.25243234	44.24	0.590820750485872	1.328	53.5745216623521	Nanobdellota	Nanobdellia	JACOZP01 sp018302605
GCA_018302705	53.4303713289351	1602458.12158856	35.51	0.608382164800278	1.461	52.7141845627009	Nanobdellota	Nanobdellia	JACPIN01 sp018302705
GCA_018302765	53.6851331670286	1768640.625	30.22	0.604462546828596	1.338	48.673342234469	Nanobdellota	Nanobdellia	JACPCE01 sp018302765
GCA_018302815	50.3224509207505	2499277.20540889	45.16	0.572121595892973	1.23	59.3312743233679	Nanobdellota	Nanobdellia	JAGVZE01 sp018302815
GCA_018303075	53.0737089469822	1853887.30705829	31.77	0.579242088455132	1.231	51.308011495384	Nanobdellota	Nanobdellia	JACRKF01 sp018303075
GCA_018303105	59.8002238388069	2274706.60360834	46.61	0.577745175895463	1.27	57.2799201363516	Nanobdellota	Nanobdellia	JAGVYU01 sp018303105
GCA_018303115	47.4757731857529	1567795.48682342	44.61	0.59035696834977	1.372	56.7377808166629	Nanobdellota	Nanobdellia	UBA492 sp018303115
GCA_018303125	48.0546921279238	1693543.36638634	41.39	0.589423373800496	1.352	57.8941043496764	Nanobdellota	Nanobdellia	JAGVYS01 sp018303125
GCA_018303185	44.9230593614008	1966498.23879509	43.84	0.58177873907278	1.339	56.678865375012	Nanobdellota	Nanobdellia	JAGVYR01 sp018303185
GCA_018303285	49.0591860782435	1751509.33427263	39.12	0.599222206858407	1.384	54.3922385270976	Nanobdellota	Nanobdellia	JAGVYL01 sp018303285
GCA_018303325	50.0697844057374	2490636.06474456	33.12	0.588095621227374	1.322	50.6524319293539	Nanobdellota	Nanobdellia	JACQSP01 sp018303325
GCA_018303365	47.6349761668507	1468391.54988496	38.92	0.59837868802742	1.32	59.5194514019093	Nanobdellota	Nanobdellia	JAGVYI01 sp018303365
GCA_018303405	42.603613581715	2267237.28813559	45	0.570948759464132	1.219	59.6263892336621	Nanobdellota	Nanobdellia	JAGVYD01 sp018303405
GCA_018303425	49.2414486512081	1675694.86675013	31.94	0.595938490520902	1.26	49.185458354632	Nanobdellota	Nanobdellia	JAGVYF01 sp018303425
GCA_018303445	57.4170679593999	1769663.96292005	38.61	0.595510752160664	1.335	54.7096089253796	Nanobdellota	Nanobdellia	JAGVYE01 sp018303445
GCA_018303515	55.4694719554747	1555882.22222222	29.29	0.611360364446723	1.396	53.3694802143808	Nanobdellota	Nanobdellia	JAGVXZ01 sp018303515
GCA_018303545	53.0763842021883	1529899.43753196	33.91	0.590902180643774	1.329	58.3378853870304	Nanobdellota	Nanobdellia	JAGVXY01 sp018303545
GCA_018303625	51.8275012184262	1557389.8858075	38.43	0.600994186362121	1.46	54.2037511805684	NA	NA	NA
GCA_018303685	49.6955890371608	1656282.83712785	40.57	0.594742179104929	1.388	54.5607216488951	Nanobdellota	Nanobdellia	GCA-2688775 sp018303685
GCA_018303855	52.2248205750596	1925119.71358246	31.85	0.605653658116786	1.379	55.2303251348855	Nanobdellota	Nanobdellia	JAGVXI01 sp018303855
GCA_018303925	52.0330428738466	1289408.18808269	33.6	0.620810722783154	1.502	55.0638289041014	Nanobdellota	Nanobdellia	GW2011-AR1 sp018303925
GCA_018304425	48.8992739323792	1871704.25747592	58.43	0.591109414735683	1.466	61.3477407566948	Iainarchaeota	Iainarchaeia	UBA10219 sp10219u
GCA_018304465	38.5694892054132	1854178.57142857	47.86	0.568898945722451	1.142	57.7834832589959	Iainarchaeota	Iainarchaeia	JAGVWC01 sp018304465
GCA_018304505	38.5536824411602	1622639.77353149	47.07	0.569041177794919	1.175	58.242817677144	B1Sed10-29	B1Sed10-29	JAGVWA01 sp018304505
GCA_018304545	50.9912367173823	1836621.38894203	33.77	0.593713765977685	1.239	53.9309081538949	Aenigmatarchaeota	Aenigmatarchaeia	JAGVVZ01 sp018304545
GCA_018334095	33.2988958256849	2082654.04602821	32.53	0.573754076207893	1.147	57.4444787524405	Thermoproteota	Nitrososphaeria	Nitrosarchaeum sp018334095
